COURSE OF STUDY DISTRICT,MEDICINE University of Colombo,MEDICINE University of Peradeniya,MEDICINE University of Sri Jayewardenepura,MEDICINE University of Kelaniya,MEDICINE University of Jaffna,MEDICINE University of Ruhuna,MEDICINE University of Moratuwa,"MEDICINE Eastern University, Sri Lanka",MEDICINE Rajarata University of Sri Lanka,MEDICINE Sabaragamuwa University of Sri Lanka,MEDICINE Wayamba University of Sri Lanka,DENTAL SURGERY University of Peradeniya,VETERINARY SCIENCE University of Peradeniya,MOLECULAR BIOLOGY & BIOCHEMISTRY University of Colombo,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,AGRICULTURE University of Jaffna,"AGRICULTURE Eastern University, Sri Lanka",AGRICULTURE Rajarata University of Sri Lanka,AGRICULTURE Sabaragamuwa University of Sri Lanka,AGRICULTURE Wayamba University of Sri Lanka,FOOD SCIENCE & NUTRITION Wayamba University of Sri Lanka,FOOD SCIENCE & TECHNOLOGY University of Peradeniya,FOOD SCIENCE & TECHNOLOGY University of Sri Jayewardenepura,FOOD SCIENCE & TECHNOLOGY Sabaragamuwa University of Sri Lanka,BIOLOGICAL SCIENCE University of Colombo,BIOLOGICAL SCIENCE University of Peradeniya,BIOLOGICAL SCIENCE University of Sri Jayewardenepura,BIOLOGICAL SCIENCE University of Kelaniya,BIOLOGICAL SCIENCE University of Jaffna,BIOLOGICAL SCIENCE University of Ruhuna,"BIOLOGICAL SCIENCE Eastern University, Sri Lanka",BIOLOGICAL SCIENCE South Eastern University of Sri Lanka,ENGINEERING University of Peradeniya,ENGINEERING University of Sri Jayewardenepura,ENGINEERING University of Jaffna,ENGINEERING University of Ruhuna,ENGINEERING University of Moratuwa,ENGINEERING South Eastern University of Sri Lanka,QUANTITY SURVEYING University of Moratuwa,COMPUTER SCIENCE University of Kelaniya,COMPUTER SCIENCE University of Jaffna,COMPUTER SCIENCE University of Ruhuna,COMPUTER SCIENCE University of Colombo School of Computing,COMPUTER SCIENCE Eastern University - Trincomalee Campus,PHYSICAL SCIENCE University of Colombo,PHYSICAL SCIENCE University of Peradeniya,PHYSICAL SCIENCE University of Sri Jayewardenepura,PHYSICAL SCIENCE University of Kelaniya,PHYSICAL SCIENCE University of Jaffna,PHYSICAL SCIENCE University of Ruhuna,"PHYSICAL SCIENCE Eastern University, Sri Lanka",PHYSICAL SCIENCE South Eastern University of Sri Lanka,SURVEYING SCIENCE Sabaragamuwa University of Sri Lanka,MANAGEMENT University of Colombo,MANAGEMENT University of Peradeniya,MANAGEMENT University of Sri Jayewardenepura,MANAGEMENT University of Kelaniya,MANAGEMENT University of Jaffna,MANAGEMENT University of Ruhuna,"MANAGEMENT Eastern University, Sri Lanka",MANAGEMENT South Eastern University of Sri Lanka,MANAGEMENT Rajarata University of Sri Lanka,MANAGEMENT Sabaragamuwa University of Sri Lanka,MANAGEMENT Wayamba University of Sri Lanka,ESTATE MANAGEMENT & VALUATION University of Sri Jayewardenepura,COMMERCE University of Sri Jayewardenepura,COMMERCE University of Kelaniya,COMMERCE University of Jaffna,"COMMERCE Eastern University, Sri Lanka",COMMERCE South Eastern University of Sri Lanka,FINANCIAL ENGINEERING  University of Kelaniya,LAW University of Colombo,LAW University of Peradeniya,LAW University of Jaffna,ARTS  University of Colombo,ARTS  University of Peradeniya,ARTS  University of Sri Jayewardenepura,ARTS  University of Kelaniya,ARTS  University of Jaffna,ARTS  University of Ruhuna,"ARTS  Eastern University, Sri Lanka",ARTS  South Eastern University of Sri Lanka,ARTS  Rajarata University of Sri Lanka,SOCIAL WORK  University of Peradeniya,HUMAN RESOURCE DEVELOPMENT Uva Wellassa University of Sri Lanka,COMMUNICATION STUDIES  Eastern University -Trincomalee Campus,PEACE & CONFLICT RESOLUTION  University of Kelaniya,ISLAMIC STUDIES   South Eastern University of Sri Lanka,ARABIC  LANGUAGE  South Eastern University of Sri Lanka,ARCHITECTURE  University of Moratuwa,DESIGN  University of Moratuwa,LANDSCAPE ARCHITECTURE  University of Moratuwa,TOWN & COUNTRY PLANNING University of Moratuwa,FASHION DESIGN & PRODUCT DEVELOPMENT  University of Moratuwa,INFORMATION TECHNOLOGY & MANAGEMENT University of Moratuwa,FACILITIES MANAGEMENT University of Moratuwa,TRANSPORT & LOGISTICS MANAGEMENT University of Moratuwa,BUSINESS SCIENCE University of Moratuwa,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,COMPUTATION & MANAGEMENT University of Peradeniya,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,INFORMATION SYSTEMS  University of Colombo School of Computing,SOFTWARE ENGINEERING University of Kelaniya,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,AYURVEDIC MEDICINE & SURGERY Institute of Indigenous  Medicine,AYURVEDIC MEDICINE & SURGERY Gampaha Wickramaarachchi  Ayurveda Institute,UNANI MEDICINE & SURGERY Institute of Indigenous  Medicine,SIDDHA MEDICINE & SURGERY University of Jaffna,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,HEALTH PROMOTION Rajarata University of Sri Lanka,NURSING University of Colombo,NURSING University of Peradeniya,NURSING University of Sri Jayewardenepura,NURSING University of Jaffna,NURSING University of Ruhuna,"NURSING Eastern University, Sri Lanka",PHARMACY University of Peradeniya,PHARMACY University of Sri Jayewardenepura,PHARMACY University of Jaffna,PHARMACY University of Ruhuna,MEDICAL LABORATORY SCIENCES University of Peradeniya,MEDICAL LABORATORY SCIENCES University of Sri Jayewardenepura,MEDICAL LABORATORY SCIENCES University of Jaffna,MEDICAL LABORATORY SCIENCES University of Ruhuna,RADIOGRAPHY University of Peradeniya,PHYSIOTHERAPY University of Colombo,PHYSIOTHERAPY University of Peradeniya,ENVIRONMENTAL CONSERVATION & MANAGEMENT University of Kelaniya,FISHERIES & MARINE SCIENCES University of Ruhuna,MARINE AND FRESHWATER SCIENCES University of Ruhuna,ANIMAL SCIENCE & FISHERIES University of Peradeniya,FOOD  PRODUCTION & TECHNOLOGY MANAGEMENT Wayamba University of Sri Lanka,FOOD BUSINESS MANAGEMENT Sabaragamuwa University of Sri Lanka,COMPUTING & INFORMATION SYSTEMS Sabaragamuwa University of Sri Lanka,PHYSICAL EDUCATION   Sabaragamuwa University of Sri Lanka,SPORTS SCIENCE & MANAGEMENT   University of Sri Jayewardenepura,SPORTS SCIENCE & MANAGEMENT   Sabaragamuwa University of Sri Lanka,SPEECH AND HEARING SCIENCES  University of Kelaniya,TOURISM & HOSPITALITY MANAGEMENT Rajarata University of Sri Lanka,TOURISM & HOSPITALITY MANAGEMENT Sabaragamuwa University of Sri Lanka,AGRICULTURAL RESOURCE MANAGEMENT & TECHNOLOGY University of Ruhuna,AGRI BUSINESS MANAGEMENT University of Ruhuna,GREEN TECHNOLOGY University of Ruhuna,SCIENCE AND TECHNOLOGY Uva Wellassa University of Sri Lanka,COMPUTER SCIENCE & TECHNOLOGY   Uva Wellassa University of Sri Lanka,ENTREPRENEURSHIP & MANAGEMENT   Uva Wellassa University of Sri Lanka,ANIMAL SCIENCE Uva Wellassa University of Sri Lanka,EXPORT AGRICULTURE Uva Wellassa University of Sri Lanka,TEA TECHNOLOGY & VALUE ADDITION Uva Wellassa University of Sri Lanka,INDUSTRIAL INFORMATION TECHNOLOGY   Uva Wellassa University of Sri Lanka,MINERAL RESOURCES AND TECHNOLOGY Uva Wellassa University of Sri Lanka,AQUATIC RESOURCES TECHNOLOGY Uva Wellassa University of Sri Lanka,PALM AND LATEX TECHNOLOGY & VALUE ADDITION Uva Wellassa University of Sri Lanka,"HOSPITALITY, TOURISM AND EVENTS MANAGEMENT    Uva Wellassa University of Sri Lanka",INFORMATION COMMUNICATION TECHNOLOGY University of Colombo,INFORMATION COMMUNICATION TECHNOLOGY University of Sri Jayewardenepura,INFORMATION COMMUNICATION TECHNOLOGY University of Kelaniya,INFORMATION COMMUNICATION TECHNOLOGY University of Ruhuna,INFORMATION COMMUNICATION TECHNOLOGY South Eastern University of Sri Lanka,INFORMATION COMMUNICATION TECHNOLOGY Rajarata University of Sri Lanka,INFORMATION COMMUNICATION TECHNOLOGY University of Jaffna - Vavuniya Campus,INFORMATION COMMUNICATION TECHNOLOGY Uva Wellassa University of Sri Lanka,PHYSICAL SCIENCE -ICT University of Sri Jayewardenepura,PHYSICAL SCIENCE -ICT University of Kelaniya,TRANSLATION STUDIES   University of Kelaniya,TRANSLATION STUDIES   Sabaragamuwa University of Sri Lanka,TRANSLATION STUDIES   University of Jaffna,"TRANSLATION STUDIES   Eastern University, Sri Lanka",FILM & TELEVISION STUDIES   University of Kelaniya,PROJECT MANAGEMENT University of Jaffna - Vavuniya Campus,VISUAL ARTS   University of the Visual & Performing Arts,MUSIC    University of the Visual & Performing Arts,DANCE   University of the Visual & Performing Arts,DRAMA & THEATRE   University of the Visual & Performing Arts,ART & DESIGN   Ramanathan Academy of Fine Arts,MUSIC   Ramanathan Academy of Fine Arts,DANCE   Ramanathan Academy of Fine Arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,DANCE   Swami Vipulananda Institute of Aesthetic Studies,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies
KILINOCHCHI,NQC,NQC,NQC,NQC,2.0841,NQC,NQC,1.6855,NQC,NQC,NQC,1.5918,1.4078,1.1372,1.0568,0.6444,NQC,NQC,NQC,NQC,0.6568,NQC,NQC,0.8505,NQC,NQC,NQC,NQC,1.4073,NQC,1.1515,0.3957,NQC,NQC,1.7732,1.8681,2.2537,1.6903,1.5568,NQC,NQC,NQC,NQC,1.2204,NQC,NQC,NQC,NQC,0.981,NQC,0.6452,0.3748,1.3785,1.7412,1.6659,1.9165,NQC,1.3049,NQC,NQC,NQC,1.3712,NQC,NQC,1.5668,NQC,NQC,1.2532,NQC,NQC,NQC,NQC,NQC,1.5292,NQC,1.6132,NQC,NQC,1.1677,NQC,1.1105,NQC,NQC,1.706,1.1716,1.2976,1.7772,0.9976,0.6114,NQC,NQC,NQC,0.9576,NQC,1.1048,1.1081,1.1045,1.1383,0.8738,0.3686,0.8348,1.4997,1.8158,NQC,NQC,1.299,NQC,NQC,0.801,1.0791,NQC,0.3011,NQC,NQC,1.2431,0.9332,NQC,0.548,NQC,NQC,0.9272,NQC,NQC,NQC,0.8684,NQC,0.7041,NQC,1.2488,0.4817,0.2895,0.1864,0.8711,0.6286,1.1131,0.7385,NQC,NQC,0.7392,0.0788,1.1025,NQC,0.5394,0.2627,0.5866,0.9831,0.7322,NQC,0.3062,0.2408,0.791,0.3622,0.809,0.2403,0.5893,0.4734,NQC,1.6783,NQC,NQC,NQC,NQC,0.8832,NQC,NQC,0.1998,NQC,NQC,0.9925,NQC,NQC,1.1335,NQC,NQC,NQC,NQC,-0.2175,0.4932,0.3794,NQC,0.3156,0.6594,0.9554
MANNAR,NQC,NQC,NQC,NQC,NQC,2.1435,NQC,1.9176,NQC,NQC,NQC,1.8964,1.6798,1.7886,1.3195,1.0231,NQC,NQC,NQC,NQC,1.2408,NQC,NQC,0.9186,NQC,NQC,NQC,NQC,NQC,NQC,0.9704,0.5035,NQC,NQC,1.5311,2.0327,2.3366,1.4206,0.8651,NQC,NQC,NQC,NQC,0.5839,NQC,NQC,NQC,NQC,NQC,NQC,NQC,0.3022,0.87,NQC,1.6994,1.8838,NQC,1.2869,NQC,NQC,1.3084,NQC,NQC,NQC,1.4645,NQC,NQC,1.2716,NQC,NQC,1.1493,2.1073,1.9537,1.9027,1.8587,1.6844,NQC,NQC,1.1762,NQC,1.1122,1.2448,NQC,1.706,1.4805,1.2976,1.7772,0.9976,0.6114,NQC,NQC,NQC,1.2149,NQC,1.3103,1.4305,0.8604,1.2399,0.5319,0.6714,0.4708,1.3989,1.8582,NQC,NQC,0.911,NQC,NQC,1.1438,1.1372,NQC,0.279,NQC,NQC,NQC,NQC,1.1276,NQC,NQC,NQC,1.0528,NQC,NQC,NQC,1.3895,NQC,1.3134,NQC,1.5117,0.4403,0.2684,0.5496,0.2943,0.4474,1.2096,0.6921,0.6261,NQC,0.779,-0.3512,1.2703,NQC,0.7943,1.1213,0.395,0.542,0.3748,1.0713,0.3094,0.1292,0.2227,1.2378,0.7166,0.231,0.2029,0.8757,NQC,NQC,NQC,NQC,NQC,NQC,-0.0883,NQC,0.5457,NQC,NQC,NQC,0.9586,NQC,NQC,1.3318,NQC,NQC,NQC,NQC,0.3115,0.5897,0.0071,NQC,0.4577,0.5174,0.708
MULLAITIVU,NQC,NQC,NQC,NQC,2.1642,NQC,NQC,1.2427,NQC,NQC,NQC,1.1326,0.9074,0.5986,0.3502,0.2643,0.3086,NQC,NQC,NQC,0.5614,NQC,NQC,0.3311,NQC,NQC,NQC,NQC,NQC,NQC,NQC,0.2442,NQC,NQC,NQC,1.8521,2.47,1.3693,1.2603,NQC,NQC,NQC,NQC,0.6294,NQC,NQC,NQC,NQC,NQC,NQC,NQC,0.3776,0.9222,1.7536,1.6189,1.8777,NQC,1.2877,NQC,NQC,NQC,NQC,NQC,NQC,1.1941,NQC,NQC,1.1147,NQC,NQC,NQC,NQC,NQC,1.8175,NQC,1.6127,NQC,1.5086,1.1648,NQC,1.1074,NQC,NQC,1.706,1.22,1.2976,1.7772,0.9976,0.6114,NQC,NQC,NQC,1.0589,NQC,1.0995,1.0049,0.7796,1.1184,0.6161,0.323,0.4693,1.1689,1.7123,NQC,NQC,0.8721,NQC,NQC,0.3523,0.8698,NQC,0.0728,NQC,NQC,NQC,NQC,NQC,0.4903,NQC,NQC,1.1165,NQC,NQC,NQC,0.5765,NQC,0.5572,NQC,0.8946,0.3664,-0.1903,0.3204,0.0818,0.1244,0.9753,0.5282,NQC,NQC,0.1668,NQC,1.0619,NQC,0.051,0.001,0.4252,0.3141,0.0421,1.0607,0.0701,-0.177,0.4357,0.9443,0.0458,-0.0449,-0.0188,NQC,NQC,NQC,NQC,NQC,NQC,NQC,0.5238,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.198,NQC,NQC,NQC,NQC,NQC,0.5842,0.1419,NQC,0.5227,0.6384,0.8571
VAVUNIYA,2.5182,NQC,2.2646,NQC,2.0422,NQC,1.8969,NQC,NQC,NQC,1.7894,1.7721,1.6451,1.5638,1.4562,0.5594,NQC,NQC,NQC,NQC,0.9971,NQC,NQC,1.1434,NQC,NQC,NQC,NQC,NQC,NQC,NQC,0.2952,2.0636,NQC,1.8302,1.8672,2.3648,NQC,1.6443,NQC,1.373,NQC,NQC,NQC,NQC,NQC,NQC,NQC,0.7878,NQC,0.5057,0.0614,1.3913,1.7756,1.6227,1.8759,NQC,1.1327,NQC,1.1315,NQC,1.4898,NQC,NQC,1.5315,1.6307,NQC,1.089,1.0798,1.104,1.0114,2.0641,NQC,1.7697,1.8282,1.6075,NQC,1.5499,1.1821,1.4355,1.1224,1.2882,1.4214,1.706,1.5299,1.2976,1.7772,0.9976,0.6114,NQC,NQC,NQC,1.2448,NQC,1.4207,1.3212,0.691,1.4861,1.3282,0.4369,1.199,1.3742,1.6332,NQC,NQC,1.1348,NQC,0.1013,1.2628,1.6359,0.9707,0.7411,NQC,NQC,NQC,0.8927,NQC,NQC,NQC,NQC,1.4537,NQC,NQC,NQC,1.4641,NQC,0.9702,NQC,1.3671,0.8479,0.3477,0.5474,0.6914,0.8745,1.0711,0.6856,-0.3438,1.0973,NQC,NQC,1.1585,NQC,0.8448,0.4077,0.6302,0.6655,0.8943,0.8108,0.7209,0.4665,1.0098,0.9411,0.6336,0.4077,0.3182,-0.0329,NQC,NQC,NQC,NQC,NQC,NQC,-0.0093,NQC,NQC,0.6189,NQC,NQC,0.7787,NQC,NQC,1.3439,NQC,NQC,1.0455,NQC,0.8598,0.2739,0.0883,0.6031,0.2264,0.3673,0.5914
TRINCOMALEE,NQC,NQC,NQC,2.2042,1.9576,2.186,1.9202,NQC,NQC,NQC,NQC,1.7716,1.6728,1.7248,1.1063,0.7839,1.0456,NQC,NQC,NQC,1.2125,NQC,NQC,0.9667,NQC,NQC,NQC,NQC,NQC,NQC,0.9589,0.673,2.0849,NQC,1.5215,1.866,2.2607,1.3152,1.2747,NQC,NQC,NQC,NQC,0.9189,NQC,NQC,NQC,NQC,0.7829,NQC,0.4753,0.3773,1.3478,1.7444,1.6024,1.8494,1.6534,1.1136,1.4474,1.1125,1.2029,1.3454,NQC,1.4352,1.5771,NQC,NQC,NQC,1.0123,1.0029,NQC,1.9819,1.9274,1.86,1.7925,1.611,1.565,1.5177,1.189,NQC,1.1085,1.2364,1.4054,1.706,1.6521,1.2976,1.7772,0.9976,0.6114,1.0964,NQC,NQC,1.2593,NQC,1.9637,1.4885,1.2042,1.499,1.1925,0.8955,1.1572,1.7252,1.9605,1.0674,NQC,1.2068,NQC,0.2413,1.187,1.1834,1.1183,0.8819,NQC,NQC,NQC,1.0489,1.0986,NQC,NQC,NQC,1.4737,NQC,NQC,NQC,1.4899,NQC,1.3948,NQC,1.5109,0.903,0.7024,1.0695,0.9563,1.048,1.3136,1.1289,-0.0864,1.012,NQC,1.43,1.4515,NQC,0.6766,0.7553,0.8601,1.0113,1.0349,1.1791,0.6654,0.5102,1.043,1.1808,1.1368,0.6125,1.026,0.9773,NQC,1.8267,NQC,1.4174,1.0775,NQC,0.7492,NQC,NQC,NQC,NQC,NQC,NQC,0.8095,1.0054,1.4824,NQC,0.7011,0.9568,0.3841,0.8837,-0.1149,0.0725,0.0208,0.2449,0.6335,0.879
BATTICALOA,2.5213,2.3768,2.4249,NQC,1.9561,NQC,1.9118,1.8353,NQC,NQC,NQC,1.7515,1.6679,1.6271,1.5406,0.8961,0.9385,1.1973,NQC,1.2115,1.4483,NQC,NQC,1.3594,NQC,NQC,NQC,NQC,1.0442,NQC,0.8879,0.7919,2.0635,NQC,1.5035,1.8634,2.1967,1.4666,1.4851,NQC,1.3452,NQC,NQC,1.2223,2.4241,NQC,NQC,1.311,0.838,NQC,0.5571,0.5644,1.3405,1.7628,1.6079,1.9336,NQC,1.1616,1.4419,1.1638,1.167,1.3341,NQC,NQC,1.5666,NQC,NQC,1.1364,1.1386,1.1444,1.4202,1.984,NQC,1.6492,NQC,1.6042,NQC,NQC,1.1658,NQC,1.1072,1.2525,NQC,1.706,1.629,1.2976,1.7772,0.9976,0.6114,1.3762,NQC,0.9133,1.5003,NQC,1.6789,1.3607,1.4104,1.6601,1.3806,1.3495,1.4291,1.4862,2.0083,0.933,NQC,1.7147,NQC,NQC,1.3749,1.1443,1.1578,1.0636,NQC,1.2578,1.2583,0.9952,NQC,1.1303,NQC,NQC,1.5681,NQC,NQC,NQC,1.6301,NQC,1.546,NQC,1.681,1.1238,0.8402,1.1931,1.1513,1.199,1.0579,1.0499,-0.0086,1.0269,0.9059,1.4075,1.1018,NQC,0.8718,1.0345,1.081,0.967,1.0466,1.1201,0.9751,0.8235,0.8435,1.0921,1.1433,0.8067,0.9949,1.0805,1.7094,1.828,1.5488,NQC,0.9771,1.1184,0.9297,NQC,0.9605,NQC,NQC,NQC,1.0367,1.0818,NQC,1.412,NQC,NQC,NQC,NQC,0.4694,0.387,0.2104,0.2497,0.3956,0.6787,0.8879
AMPARA,2.482,2.3294,2.2747,2.2018,1.9583,NQC,1.8797,1.7481,2.067,1.7345,NQC,1.7298,1.6903,1.5856,1.3826,0.8817,0.9147,0.9318,NQC,1.0292,1.4106,NQC,NQC,1.3413,NQC,NQC,NQC,NQC,1.0859,NQC,0.9741,0.9793,2.1694,1.9808,1.7089,1.8773,2.275,1.7122,1.639,NQC,1.3425,NQC,NQC,1.1749,1.6091,1.5118,NQC,1.3741,0.8009,1.2411,0.7017,0.7023,1.4821,1.7478,1.6053,1.8857,1.7222,1.1229,1.4425,1.1057,1.0745,1.3496,1.4095,1.4475,1.3895,NQC,NQC,NQC,1.0405,1.0276,0.6752,1.9824,2.0083,1.7828,1.7644,1.5988,1.5629,1.5068,1.1862,1.4256,1.1089,1.2373,1.41,1.706,1.6348,1.2976,1.7772,0.9976,0.6114,1.4867,NQC,0.9547,1.3198,NQC,1.8565,1.3907,1.5344,1.5059,1.3511,1.1146,1.4424,1.6336,2.0084,0.7401,NQC,1.6465,NQC,0.896,1.3905,1.0888,1.0825,1.0973,NQC,NQC,1.1904,1.0019,NQC,1.0679,NQC,NQC,1.4967,NQC,NQC,NQC,1.5864,NQC,1.5284,NQC,1.6846,1.0667,1.0313,1.145,0.8963,1.3466,1.2026,1.2042,0.3157,NQC,0.5953,1.4529,NQC,1.4279,1.1685,0.9255,0.9946,1.122,0.8206,1.014,0.9363,0.8365,0.8855,0.9782,1.0077,0.8618,0.7976,0.7189,NQC,1.8021,NQC,NQC,1.0819,1.1006,1.1571,1.1259,0.7757,0.3989,NQC,NQC,0.8916,1.1369,NQC,1.4455,1.1106,0.4921,1.0998,0.6545,0.5379,-0.1248,-0.3469,-0.3182,-0.275,0.6665,0.889
PUTTALAM,2.495,2.4914,2.2819,2.2997,1.9714,2.1608,NQC,NQC,2.0744,NQC,1.9267,1.7951,1.6815,1.7424,1.5286,0.8191,0.7748,0.9814,NQC,1.1087,1.4168,NQC,NQC,1.2992,NQC,NQC,1.6221,1.5065,1.0234,1.4059,0.9426,0.7641,2.0934,NQC,1.494,1.8573,2.2014,1.3596,1.4461,NQC,1.3585,NQC,1.8414,0.8517,NQC,NQC,NQC,1.3066,0.783,1.1941,0.7167,0.7636,1.3442,1.7573,1.6134,1.834,1.6576,1.2384,NQC,1.2617,1.2511,1.3313,NQC,1.4204,1.4517,NQC,NQC,1.1899,1.1898,1.1861,1.1456,2.0031,1.9246,1.8872,1.7601,1.5976,1.5659,1.5036,1.1693,1.4313,1.1087,1.2433,1.4005,1.706,1.7194,1.2976,1.7772,0.9976,0.6114,1.5531,NQC,0.8576,1.3527,NQC,1.8622,1.4955,1.4338,1.5213,1.1942,1.295,1.2704,1.7163,2.0309,0.9079,NQC,1.3587,1.6077,1.0265,1.3776,0.7534,0.9718,1.001,1.3639,1.2444,NQC,1.0174,NQC,0.7741,NQC,NQC,1.3085,NQC,NQC,NQC,1.7682,NQC,1.6165,NQC,1.7787,1.263,1.1848,0.8083,1.3679,1.2323,1.1654,1.1496,-0.5466,0.9556,0.6761,1.4132,NQC,1.4401,1.1023,0.9312,1.131,0.9253,0.7953,1.15,0.7808,0.7355,0.9055,0.6492,0.8015,0.9214,0.7039,0.7001,1.8267,1.6516,1.4896,NQC,0.9797,1.0859,0.8606,1.3203,0.9212,0.9192,1.3397,NQC,0.5752,NQC,1.2168,1.4669,1.3716,-0.1142,1.0888,NQC,0.0302,NQC,NQC,0.6475,NQC,0.487,0.8182
KURUNEGALA,2.5206,2.3312,2.2594,2.2066,NQC,2.1687,NQC,NQC,2.0431,NQC,2.0436,1.9979,1.9475,1.9997,1.64,1.0562,1.0611,1.0683,1.1387,1.0631,1.5165,1.8327,1.7679,1.54,1.8191,1.6385,1.5621,1.5018,1.3129,1.3773,NQC,NQC,2.063,2.0065,NQC,1.9017,2.1954,NQC,1.7938,1.7084,NQC,1.5718,1.7538,NQC,1.6233,1.475,1.3762,1.2822,1.1288,1.1824,NQC,1.1269,1.5252,1.7469,1.6029,1.8409,1.6429,1.413,1.4641,1.3911,NQC,1.3976,1.3995,1.4272,1.6208,1.6173,1.5156,1.3412,1.3541,1.3529,1.3484,1.9659,1.9477,NQC,1.7565,1.5993,1.5624,1.5053,1.1869,1.4287,1.1116,1.2406,1.3991,1.706,1.539,1.2976,1.7772,0.9976,0.6114,1.4411,1.3013,1.1015,1.5807,0.6077,1.9115,1.5667,1.765,1.6128,1.56,1.1701,1.586,1.7063,1.9404,0.9713,1.7431,1.5776,1.3809,1.3048,1.3802,0.9706,0.9717,1.1235,1.2898,1.2501,1.1997,NQC,1.022,0.9733,1.7732,1.7141,NQC,NQC,1.9329,1.8172,NQC,1.804,1.6965,1.897,NQC,1.2117,1.1816,1.2341,1.403,1.2165,1.3103,1.1736,0.209,1.0555,0.558,1.3215,1.4316,1.4108,1.1904,1.1469,1.1098,1.0627,1.014,1.3241,0.9778,1.0314,1.0348,1.119,1.1222,1.0081,1.0154,1.268,1.7316,1.6713,1.592,1.3937,0.9756,1.0688,0.972,1.0874,0.7037,0.8138,1.2556,NQC,0.9868,0.8666,1.2176,1.4121,1.1381,0.986,1.0687,0.1447,0.3259,NQC,NQC,0.7619,NQC,NQC,NQC
ANURADHAPURA,NQC,2.4235,NQC,2.2061,1.9929,2.1591,1.9954,1.6484,NQC,1.687,1.7481,1.6278,1.5338,1.5341,1.5189,0.6214,0.6238,0.9416,NQC,NQC,1.331,NQC,NQC,1.4435,NQC,NQC,NQC,NQC,1.0183,NQC,0.885,0.677,2.0716,2.0128,1.4994,1.9375,2.2019,1.4599,1.4227,NQC,1.3612,NQC,NQC,1.1524,NQC,NQC,1.3997,NQC,0.8303,1.2245,0.6686,0.7069,1.2476,1.7406,1.6183,1.8427,1.6553,1.2748,1.4375,1.2753,1.3001,1.3313,1.4333,1.4302,1.6177,1.6202,1.5291,1.2481,NQC,1.2668,1.1868,1.974,1.9555,1.9716,1.7595,1.5993,1.5624,1.5052,1.2692,1.4259,1.121,1.2373,1.3994,1.706,1.7139,1.2976,1.7772,0.9976,0.6114,0.4933,NQC,NQC,1.7019,NQC,1.8569,1.3835,1.2907,1.5667,1.2823,0.9933,1.0964,1.4531,1.942,0.6547,NQC,1.342,1.439,NQC,0.9948,0.2535,NQC,0.9092,1.2776,NQC,NQC,0.8504,1.0975,NQC,NQC,NQC,1.4177,NQC,NQC,NQC,1.5032,NQC,1.4404,NQC,1.5678,0.9649,0.9279,1.1042,1.3635,1.3708,1.3276,0.9211,-0.0182,0.96,0.386,1.461,NQC,1.3998,1.0827,0.758,0.8867,0.843,0.6707,1.2996,0.7217,0.7444,1.0152,1.2208,0.9725,0.6648,0.902,1.1999,NQC,1.7076,1.61,1.3964,1.0822,1.1033,1.1186,1.1626,0.5914,NQC,1.2415,0.7537,0.5756,0.1602,1.1759,1.4356,1.1172,1.027,0.9028,1.094,0.2802,NQC,NQC,0.2047,NQC,NQC,NQC
